Hotel ID,Nationality,Group Name,Room Type,Score,Score Level,Stay days,Month,Review,Sentiment
1_21,Việt Nam,Gia đình có em bé,Phòng Tiêu chuẩn giường đôi không có cửa sổ,10.0,4,1,1,tốt thích phục_vụ,Tích cực
1_21,Úc,Cặp đôi,Phòng Tiêu chuẩn giường đôi không có cửa sổ,10.0,4,3,5,,Tích cực
1_21,Úc,Cặp đôi,Phòng Tiêu chuẩn giường đôi không có cửa sổ,10.0,4,3,1,,Tích cực
1_21,Việt Nam,Cặp đôi,Phòng Sang trọng trước biển,10.0,4,2,2,nằm thành_phố đẹp,Tích cực
1_21,Việt Nam,Cặp đôi,Phòng Sang trọng trước biển,10.0,4,2,2,đẹp đẹp tâm,Tích cực
1_21,Việt Nam,Nhóm,Phòng Sang trọng trước biển,10.0,4,2,2,đẹp_tâm đẹp,Tích cực
1_21,Việt Nam,Cặp đôi,Phòng Loại Sang Hướng Thành Phố,9.2,4,2,11,,Tích cực
1_21,Việt Nam,Gia đình có em bé,Phòng Loại Sang Hướng Thành Phố,10.0,4,2,9,đẹp đẹp sạch_sẽ tâm tiện,Tích cực
1_21,Việt Nam,Du lịch một mình,Phòng Tiêu chuẩn giường đôi không có cửa sổ,10.0,4,1,9,tốt tình_cờ công_tác ghé thân_thiện tiêu_chuẩn không_cửa_sổ nâng đông hài_lòng trở_lại,Tích cực
1_21,Hoa Kỳ,Du lịch một mình,Phòng Superior không có cửa sổ,9.2,4,3,8,,Tích cực
1_21,Việt Nam,Gia đình có em bé,Phòng Loại Sang Hướng Thành Phố,10.0,4,1,7,tâm_biển dễ_thương ân_cần đẹp,Tích cực
1_22,Việt Nam,Cặp đôi,Phòng Cao Cấp Cho Hai Người,9.6,4,3,8,tốt xấu ổn bơi ngâm bơi để_ý chập_chờn lắm vòi nhà_tắm rơi dính vệ,Trung tính
1_22,Việt Nam,Cặp đôi,Phòng Cao Cấp Cho Hai Người,10.0,4,2,12,giá_cả,Tích cực
1_22,Việt Nam,Cặp đôi,Phòng Superior 2 giường,10.0,4,1,11,đẹp đẹp,Tích cực
1_22,Việt Nam,Du lịch một mình,Phòng Superior 2 giường,10.0,4,1,2,chất_lượng,Tích cực
1_22,Việt Nam,Cặp đôi,Phòng Cao Cấp Cho Hai Người,8.4,3,2,7,giá_thành rẻ âm không_tốt lắm tuyệt,Trung tính
1_22,Việt Nam,Gia đình có em bé,Phòng Cao Cấp Cho Hai Người,8.4,3,3,8,địa_điểm siêu_thị tiện_lợi đồ_dùng vệ chấp_nhận hơi ngã bơi nghịch dịch_vụ không_quá xét,Trung tính
1_22,Việt Nam,Gia đình có em bé,Phòng Loại Sang Giường Đôi,8.4,3,1,8,đẩy tiện nhiên hơi nhiệt_tình mượn không_lấy,Trung tính
1_22,Việt Nam,Gia đình có em bé,Phòng Cao Cấp Cho Hai Người,8.4,3,3,7,,Trung tính
1_22,Việt Nam,Cặp đôi,Phòng Loại Sang Giường Đôi,9.6,4,2,7,sạch_ổn kế biệt_thự,Tích cực
1_22,Việt Nam,Gia đình có em bé,Phòng Superior 2 giường,6.8,1,3,9,tạm nhỏ_hẹp đoàn_quốc đẹp dù_ích,Trung tính
1_22,Việt Nam,Cặp đôi,Phòng Cao Cấp Cho Hai Người,10.0,4,4,7,ổn,Tích cực
1_22,Việt Nam,Nhóm,Deluxe giường ba Hướng phố,9.6,4,3,7,ổn thờ_ơ,Trung tính
1_22,Việt Nam,Cặp đôi,Phòng Superior 2 giường,10.0,4,1,9,,Tích cực
1_22,Việt Nam,Cặp đôi,Phòng Superior 2 giường,8.0,3,1,8,tốt tâm điểm_trừ tủ kẹt không_mở_cửa không_xài tủ_lạnh,Trung tính
1_22,Việt Nam,Gia đình có em bé,Phòng Superior 2 giường,8.0,3,1,1,tốt tốt,Trung tính
1_22,Việt Nam,Cặp đôi,Phòng Cao Cấp Cho Hai Người,10.0,4,1,11,thân_thiện vẻ,Tích cực
1_22,Việt Nam,Nhóm,Phòng Superior 2 giường,8.0,3,3,8,sạch_sẽ phòng kỹ ngủ không_tắm,Trung tính
1_22,Việt Nam,Cặp đôi,Phòng Cao Cấp Cho Hai Người,10.0,4,1,1,,Tích cực
1_22,Singapore,Du lịch một mình,Phòng Cao Cấp Cho Hai Người,10.0,4,2,11,,Tích cực
1_23,Canada,Cặp đôi,Executive Studio giường King hướng thành phố,10.0,4,7,8,rẻ giá_cả rẻ nằm lịch nóng_bỏng nằm lỡ giá_cả việt_nam tổ_chức thượng gấp tùy lựa_chọn không_trả thích đồ_ăn đường_phố lân_cận tốt giới_thiệu ẩm_mốc bí thổi ngửi,Tích cực
1_23,Thái Lan,Cặp đôi,Grand Deluxe có bồn tắm,9.6,4,4,9,dịch việt nằm đẹp đẹp rộng tốt khô ướt bơi tiện_lợi cà_phê tâm_sắm cửa_hàng cũ hỗn_hợp nghỉ,Tích cực
1_23,Việt Nam,Gia đình có em bé,Studio toàn cảnh biển,10.0,4,1,6,tiện thoải_mái đình tiện_ích hàng_quán lịch thoái đẹp rùi,Tích cực
1_23,Việt Nam,Gia đình có em bé,Suite Sân Hiên Grand Thương Gia,10.0,4,2,6,trải_nghiệm rộng dọn có_mặt sẵn_sàng dọn chờ không_quá thuê hơi cũ,Tích cực
1_23,Việt Nam,Cặp đôi,Phòng Đôi Loại Sang Tầng Cao,10.0,4,2,6,thư_giãn dễ_chịu lắm,Tích cực
1_23,Việt Nam,Nhóm,Executive Studio giường King hướng thành phố,9.2,4,1,4,thuận_tiện ăn_uống liên_hệ xác_nhận khóa dọn_dẹp mặc_dù định muộn đứng dọn_dẹp ướt_sũng checks đợi thủ_tục kịp liên_lạc phát đông nắm số_lượng nhân_sự kết_nối ổn,Trung tính
1_23,Việt Nam,Nhóm,Executive Studio giường King hướng thành phố,9.6,4,2,5,tốt hình_ảnh tiết tòa_hình tròn_nối dịch_vụ căn_bản tối_thiểu hợp_lý rẻ empyrean_thác vật_dụng chất_lượng không_tốt rộng cập_nhật diện_tích bơi rẻ hợp_lí cơ_bản phí dịch_vụ tốt chính_xác tốt,Tích cực
1_23,Việt Nam,Du lịch một mình,Executive Studio giường King hướng thành phố,8.4,3,1,3,sạch_sẽ hơi trừ đăng_ký báo đăng_ký tốn kế tiện,Trung tính
1_23,Việt Nam,Gia đình có em bé,Phòng Gia Đình Hướng Đại Dương Bên Hông,9.2,4,2,6,chê sạch_sẽ đẹp trừ cọc,Tích cực
1_23,Việt Nam,Gia đình có em bé,Phòng Đôi Loại Sang Tầng Cao,10.0,4,1,11,thoải_mái hồ bơi miễn_phí đùa_tóm_lại xứng_đáng giặt,Tích cực
1_23,Thổ Nhĩ Kỳ,Gia đình có em bé,Phòng Loại Sang Bờ Biển,9.2,4,1,6,đẹp đẹp giá_cả hạn_chế đình đỗ đỗ đỗ hạ bảo_vệ bắt lái giúp không_hướng_dẫn hướng_dẫn muộn kém,Trung tính
1_23,Việt Nam,Gia đình có em bé,Phòng Đôi Loại Sang Tầng Cao,8.4,3,1,5,vị_trí_tâm quảng_trường tiện xếp,Trung tính
1_23,Việt Nam,Đi công tác,Phòng Đôi Loại Sang Tầng Cao,9.6,4,1,11,tiện_cảnh thành_phố đề di_chuyển công_tác lịch cảm_giác thoải_mái trừ hơi ký giấy_tờ,Tích cực
1_23,Việt Nam,Gia đình có em bé,Executive Studio giường King hướng thành phố,7.2,2,3,7,dịch_vụ tiện_lợi ăn_uống tiện sạch_sẽ dọn dọn cơ_bản hút trải đổ nằm kiến_trúc ghẻ không_hỗ_trợ thích tốt không_quan_tâm lắm tốt,Trung tính
1_23,Việt Nam,Nhóm,Suite Sân Hiên Grand Thương Gia,10.0,4,2,6,thuận_tiện,Tích cực
1_23,Việt Nam,Cặp đôi,Grand Deluxe có bồn tắm,10.0,4,2,4,đồ_ăn rộng sạch_sẽ lạnh rộng rèm dày kín gọn tốt,Tích cực
1_23,Bắc Macedonia,Cặp đôi,Phòng Deluxe có 2 giường Queen,9.6,4,2,6,tâm đông chờ rộng,Trung tính
1_23,Việt Nam,Gia đình có em bé,Executive Studio giường King hướng thành phố,8.8,3,4,6,phục_vụ tốt hoàn_hảo bơi đóng_cửa bơi thất_vọng trẻ giữ_chân tủ_mát chúc phát_triển,Trung tính
1_23,Việt Nam,Nhóm,Phòng Đôi Loại Sang Tầng Cao,10.0,4,1,5,tốt_hợp dịch_vụ tốt sạch_sẽ,Tích cực
1_23,Việt Nam,Gia đình có em bé,Phòng Đôi Loại Sang Tầng Cao,10.0,4,1,5,phòng_ốc sát đẹp,Tích cực
1_23,Việt Nam,Cặp đôi,Studio Nhìn Ra Cảnh Thành Phố,8.4,3,1,4,đợi hơi chảy hơi,Trung tính
1_23,Việt Nam,Du lịch một mình,Phòng Đôi Loại Sang Tầng Cao,10.0,4,1,2,sạch_sẽ mát dễ_thương ghé,Tích cực
1_23,Việt Nam,Cặp đôi,Executive Studio giường King hướng thành phố,9.6,4,2,4,ổn tốt thoáng mát lạnh hòa nhiệt_độ tắt hơi bí sửa sửa lạnh run,Tích cực
1_23,Việt Nam,Gia đình có em bé,highfloor king city view,10.0,4,2,5,nghỉ đầy_đủ nằm quảng_trường sát bể bơi bể bơi đóng_cửa,Tích cực
1_23,Việt Nam,Gia đình có em bé,Phòng Đôi Loại Sang Tầng Cao,10.0,4,1,1,dịch_vụ chuẩn_chỉnh liền liên_hệ kỳ_nghỉ đầy_đủ tiện hài_lòng,Tích cực
1_23,Việt Nam,Đi công tác,Executive Studio giường King hướng thành phố,10.0,4,2,4,đẹp tốt rộng sạch_sẽ tiện,Tích cực
1_23,Việt Nam,Gia đình có em bé,Phòng Đôi Loại Sang Tầng Cao,8.8,3,1,11,đẹp_giá rẻ_cảnh đẹp_nhiên toilet hơi sạch_sẽ tiện,Trung tính
1_23,Việt Nam,Cặp đôi,Phòng Đôi Loại Sang Tầng Cao,10.0,4,3,5,lịch ưng tâm tiện_lợi thoáng sát kéo công rộng_rãi hài_lòng,Tích cực
1_23,Việt Nam,Đi công tác,Executive Studio giường King hướng thành phố,10.0,4,3,5,sạch_sẽ đẹp,Tích cực
1_23,Hàn Quốc,Cặp đôi,Phòng Đôi Loại Sang Tầng Cao,9.2,4,1,5,ổn hơi nhăn nằm ướt mát,Tích cực
1_23,Việt Nam,Cặp đôi,Executive Studio giường King hướng thành phố,8.0,3,3,7,sạch sạch_sẽ thân_thiện đợi hơi,Trung tính
1_23,Việt Nam,Đi công tác,Executive Studio giường King hướng thành phố,8.4,3,3,2,xây tương_đối tốt thuận_tiện mét hợp_lý xứng_đáng,Trung tính
1_23,Việt Nam,Nhóm,Phòng Đôi Loại Sang Tầng Cao,6.8,1,2,6,xuống_cấp siêu_hạng xuống_cấp quản_trị lẫn không_chọn,Tiêu cực
1_23,Việt Nam,Du lịch một mình,Executive Studio giường King hướng thành phố,9.6,4,2,4,tuyệt_vời sạch_sẽ thoáng mát_tâm tháp trầm_hương chần_chừ không_phòng phàn_nàn,Tích cực
1_23,Việt Nam,Nhóm,Phòng Deluxe có 2 giường Queen,9.6,4,1,5,dịch_vụ rộng_rãi bơi cản_giác không_sạch_sẽ lắm,Tích cực
1_23,Việt Nam,Nhóm,Phòng Đôi Loại Sang Tầng Cao,9.6,4,3,2,lý_tưởng thuận_tiện,Tích cực
1_23,Việt Nam,Cặp đôi,Studio toàn cảnh biển,9.6,4,1,9,lắm đẹp ổn_áp hơi ẩm_ạ hơi vất bê_vác lựa_chọn,Tích cực
1_23,Việt Nam,Cặp đôi,Suite Cao Cấp Hướng Đại Dương có Ban Công,9.2,4,1,9,lắm đẹp ổn_áp hơi ẩm_ạ hơi vất bê_vác lựa_chọn,Tích cực
1_23,Việt Nam,Cặp đôi,Executive Studio giường King hướng thành phố,8.0,3,1,7,thân_thiện sạch_sẽ thân_thiện đợi hơi,Trung tính
1_23,Việt Nam,Cặp đôi,Phòng Đôi Loại Sang Tầng Cao,7.6,2,1,7,tốt hách_dịch lạnh_lùng ổn,Trung tính
1_23,Việt Nam,Gia đình có em bé,Grand Deluxe có bồn tắm,10.0,4,1,7,,Tích cực
1_23,Việt Nam,Cặp đôi,Suite Loại Sang Tầng Cao,10.0,4,5,7,,Tích cực
1_23,Việt Nam,Nhóm,Suite Loại Sang Tầng Cao,6.8,1,1,7,bình_thường đẹp,Trung tính
1_23,Việt Nam,Nhóm,Executive Studio giường King hướng thành phố,9.2,4,2,6,rộng_rãi rộng đẹp,Tích cực
1_23,Việt Nam,Cặp đôi,Suite Cao Cấp Hướng Đại Dương có Ban Công,10.0,4,2,6,sạch,Tích cực
1_23,Việt Nam,Cặp đôi,Phòng Đôi Loại Sang Tầng Cao,10.0,4,3,6,,Tích cực
1_23,Việt Nam,Đi công tác,Phòng Gia Đình Hướng Đại Dương Bên Hông,8.0,3,2,6,lộn_xộn đổi trở_lại không_chọn,Trung tính
1_23,Việt Nam,Cặp đôi,Phòng Loại Sang Bờ Biển,7.2,2,2,6,tốt_kẹt liên_tục tiếp,Trung tính
1_23,Việt Nam,Gia đình có em bé,Phòng Deluxe có 2 giường Queen,8.8,3,2,6,tốt khuyết_điểm,Trung tính
1_23,Việt Nam,Nhóm,Phòng Đôi Loại Sang Tầng Cao,10.0,4,1,5,,Tích cực
1_23,Việt Nam,Gia đình có em bé,Phòng gia đình hướng biển,10.0,4,2,5,,Tích cực
1_23,Việt Nam,Gia đình có em bé,Executive Studio giường King hướng thành phố,10.0,4,1,6,dịch tốt,Tích cực
1_23,Việt Nam,Du lịch một mình,Executive Studio giường King hướng thành phố,10.0,4,1,5,,Tích cực
1_23,Việt Nam,Cặp đôi,Executive Studio giường King hướng thành phố,10.0,4,1,2,nghỉ_tiện,Tích cực
1_23,Việt Nam,Gia đình có em bé,Phòng Đôi Loại Sang Tầng Cao,8.0,3,2,5,ổn phòng_không cảm_giác,Tiêu cực
1_23,Việt Nam,Đi công tác,Executive Studio giường King hướng thành phố,10.0,4,2,5,sang_trọng đẹp,Tích cực
1_23,Việt Nam,Cặp đôi,Phòng Đôi Loại Sang Tầng Cao,10.0,4,2,5,tốt,Tích cực
1_23,Việt Nam,Cặp đôi,Phòng Đôi Loại Sang Tầng Cao,10.0,4,1,5,chất_lượng tốt,Tích cực
1_23,Việt Nam,Cặp đôi,Phòng Đôi Loại Sang Tầng Cao,10.0,4,1,5,đẹp rẻ đẹp rẻ,Tích cực
1_23,Việt Nam,Cặp đôi,Phòng Đôi Loại Sang Tầng Cao,8.4,3,1,7,,Trung tính
1_23,Việt Nam,Cặp đôi,Executive Studio giường King hướng thành phố,8.0,3,1,7,chảy hơi,Trung tính
1_23,Việt Nam,Cặp đôi,Executive Studio giường King hướng thành phố,8.0,3,1,7,đợi hơi,Trung tính
1_23,Việt Nam,Cặp đôi,Executive Studio giường King hướng thành phố,8.0,3,3,8,chảy hơi,Trung tính
1_23,Việt Nam,Du lịch một mình,Executive Studio giường King hướng thành phố,10.0,4,1,10,tốt tốt,Tích cực
1_23,Việt Nam,Cặp đôi,Executive Studio giường King hướng thành phố,8.0,3,2,5,tốt,Trung tính
1_23,Việt Nam,Cặp đôi,Phòng Đôi Loại Sang Tầng Cao,9.2,4,3,5,sạch_nhiên hơi,Tích cực
1_23,Việt Nam,Gia đình có em bé,Studio Deluxe Nhìn Ra Một Góc Biển,6.8,1,2,4,thuê bất_tiện chờ cảm_giác phức_tạp,Tiêu cực
1_23,Việt Nam,Cặp đôi,Phòng Deluxe có 2 giường Queen,8.4,3,2,8,,Trung tính
1_23,Việt Nam,Cặp đôi,Executive Studio giường King hướng thành phố,8.4,3,1,4,hẹp,Trung tính
1_23,Việt Nam,Nhóm,Phòng Deluxe có 2 giường Queen,10.0,4,1,4,hợp,Tích cực
1_23,Việt Nam,Cặp đôi,Suite Loại Sang Tầng Cao,10.0,4,1,4,chê,Tích cực
1_23,Việt Nam,Nhóm,Suite Sân Hiên Grand Thương Gia,6.4,1,1,4,hài_lòng,Trung tính
1_23,Việt Nam,Gia đình có em bé,Executive Studio giường King hướng thành phố,8.8,3,2,4,,Trung tính
1_23,Việt Nam,Nhóm,Executive Studio giường King hướng thành phố,10.0,4,2,4,trừ giò hơi bất_tiện thuê,Trung tính
1_23,Việt Nam,Cặp đôi,Phòng Đôi Loại Sang Tầng Cao,6.4,1,1,4,bể bơi hơi,Trung tính
1_23,Việt Nam,Cặp đôi,Suite Cao Cấp Hướng Đại Dương có Ban Công,9.6,4,3,4,ngoại_trừ đỗ tuyệt_bù đẹp,Tích cực
1_23,Việt Nam,Nhóm,Phòng Deluxe có 2 giường Queen,10.0,4,1,4,chúa_phước,Tích cực
1_23,Việt Nam,Cặp đôi,Phòng Đôi Loại Sang Tầng Cao,8.0,3,3,3,tốt,Trung tính
1_23,Việt Nam,Gia đình có em bé,Executive Studio giường King hướng thành phố,10.0,4,3,3,tốt,Tích cực
1_23,Việt Nam,Cặp đôi,Phòng Đôi Loại Sang Tầng Cao,10.0,4,1,3,,Tích cực
1_23,Việt Nam,Cặp đôi,Phòng Đôi Loại Sang Tầng Cao,8.0,3,1,3,đông cũ cũ,Tiêu cực
1_23,Việt Nam,Du lịch một mình,Executive Studio giường King hướng thành phố,10.0,4,1,3,,Tích cực
1_23,Việt Nam,Cặp đôi,Executive Studio giường King hướng thành phố,6.8,1,2,3,quốc ồn_ảnh_hưởng quốc_cứ ảnh_hưởng,Trung tính
1_23,Việt Nam,Nhóm,Executive Studio giường King hướng thành phố,9.6,4,1,3,ổn địa_điểm thuận_tiện sạch chờ hơi rcm,Tích cực
1_23,Việt Nam,Cặp đôi,Executive Studio giường King hướng thành phố,8.8,3,2,3,tốt ổn đẹp,Trung tính
1_23,Việt Nam,Gia đình có em bé,Studio toàn cảnh biển,9.6,4,1,2,phòng_cảnh đẹp rẻ ckeck hơi,Tích cực
1_23,Việt Nam,Gia đình có em bé,Studio toàn cảnh biển,7.6,2,2,2,tốt tạm ổn,Trung tính
1_23,Việt Nam,Nhóm,Executive Studio giường King hướng thành phố,9.6,4,3,2,tọa_lạc nhà_hát xây tiện thuận_tiện,Tích cực
1_23,Việt Nam,Cặp đôi,Studio Trên Tầng Cao Nhìn Ra Toàn Cảnh Thành Phố,9.2,4,2,2,chờ chờ,Trung tính
1_23,Việt Nam,Gia đình có em bé,Phòng gia đình hướng biển,10.0,4,1,2,,Tích cực
1_23,Việt Nam,Nhóm,Executive Studio giường King hướng thành phố,10.0,4,2,2,nghỉ tốt trở_lại,Tích cực
1_23,Việt Nam,Gia đình có em bé,Phòng gia đình hướng biển,10.0,4,1,2,,Tích cực
1_23,Việt Nam,Cặp đôi,Executive Studio giường King hướng thành phố,8.8,3,3,2,,Trung tính
1_23,Việt Nam,Gia đình có em bé,Phòng Deluxe có 2 giường Queen,10.0,4,1,1,,Tích cực
1_23,Việt Nam,Gia đình có em bé,Phòng Hướng Đại Dương 3 Người,10.0,4,1,2,thích_hợp,Tích cực
1_23,Việt Nam,Cặp đôi,Executive Studio giường King hướng thành phố,9.6,4,1,1,tuyệt_vời,Tích cực
1_23,Việt Nam,Cặp đôi,Executive Studio giường King hướng thành phố,8.8,3,1,1,,Trung tính
1_23,Việt Nam,Cặp đôi,Executive Studio giường King hướng thành phố,10.0,4,1,1,tốt_trừ,Tích cực
1_23,Việt Nam,Cặp đôi,Suite Cao Cấp Hướng Đại Dương có Ban Công,8.0,3,1,1,tốt tiếp_tân thái_độ nói_chuyện phòng_ốc tốt,Trung tính
1_23,Việt Nam,Gia đình có em bé,Executive Studio giường King hướng thành phố,9.2,4,1,12,quảng_trường,Tích cực
1_23,Việt Nam,Cặp đôi,Phòng Đôi Loại Sang Tầng Cao,10.0,4,2,11,nghĩ_dưỡng tiện,Tích cực
1_23,Việt Nam,Gia đình có em bé,Studio Deluxe Nhìn Ra Một Góc Biển,10.0,4,2,11,rộng_rãi thuận_tiện,Tích cực
1_23,Việt Nam,Cặp đôi,Executive Studio giường King hướng thành phố,10.0,4,1,11,đẹp,Tích cực
1_23,Việt Nam,Nhóm,Suite Cao Cấp Hướng Đại Dương có Ban Công,10.0,4,1,12,,Tích cực
1_23,Việt Nam,Nhóm,Suite Cao Cấp Hướng Đại Dương có Ban Công,10.0,4,1,12,,Tích cực
1_23,Việt Nam,Gia đình có em bé,Phòng gia đình hướng biển,7.2,2,1,12,tốt đông quá_tải quạt_thông sợ,Trung tính
1_23,Việt Nam,Nhóm,Grand Deluxe có bồn tắm,10.0,4,1,12,đẹp_cảnh đẹp_tâm,Tích cực
1_23,Việt Nam,Cặp đôi,Suite Cao Cấp Hướng Đại Dương có Ban Công,10.0,4,1,12,,Tích cực
1_23,Việt Nam,Gia đình có em bé,Executive Studio giường King hướng thành phố,8.4,3,1,12,,Trung tính
1_23,Việt Nam,Cặp đôi,Grand Deluxe có bồn tắm,10.0,4,1,12,đẹp,Tích cực
1_23,Việt Nam,Nhóm,Executive Studio giường King hướng thành phố,10.0,4,2,8,sạch_sẽ,Tích cực
1_23,Việt Nam,Cặp đôi,Grand Deluxe có bồn tắm,10.0,4,1,11,,Tích cực
1_23,Việt Nam,Cặp đôi,Executive Studio giường King hướng thành phố,7.6,2,1,11,tốt đẹp rẻ,Trung tính
1_23,Việt Nam,Đi công tác,Executive Studio giường King hướng thành phố,10.0,4,1,11,tuyệt nội_thất,Tích cực
1_23,Việt Nam,Gia đình có em bé,Phòng Deluxe có 2 giường Queen,10.0,4,1,11,tốt,Tích cực
1_23,Việt Nam,Cặp đôi,Suite Cao Cấp Hướng Đại Dương có Ban Công,10.0,4,2,10,sạch_sẽ đẹp,Tích cực
1_23,Việt Nam,Du lịch một mình,Suite Cao Cấp Hướng Đại Dương có Ban Công,10.0,4,1,10,đẹp đẹp,Tích cực
1_23,Việt Nam,Gia đình có em bé,Phòng Đôi Loại Sang Tầng Cao,6.4,1,2,8,hơi hẹp đông chờ nói_chuyện không_nên đông,Tiêu cực
1_23,Việt Nam,Cặp đôi,Studio Trên Tầng Cao Nhìn Ra Toàn Cảnh Thành Phố,10.0,4,1,9,,Tích cực
1_23,Việt Nam,Nhóm,Phòng Đôi Loại Sang Tầng Cao,8.0,3,1,4,đẹp đẹp,Trung tính
1_23,Việt Nam,Cặp đôi,Executive Studio giường King hướng thành phố,9.6,4,2,6,trải_nghiệm tốt_trừ trễ đợi có_lẽ trùng không_hiểu hòa hỏng lạnh không_làm đồ_ăn lạnh,Trung tính
1_23,Việt Nam,Gia đình có em bé,Grand Deluxe có bồn tắm,10.0,4,1,9,phòng_tiện địa_đđểm tiện_lợi,Tích cực
1_23,Việt Nam,Cặp đôi,Grand Deluxe có bồn tắm,9.2,4,2,9,đẹp sạch_sẽ tiện hài_lòng đông xếp_hàng làm_việc công_bằng chờ,Tích cực
1_23,Việt Nam,Cặp đôi,Phòng Đôi Loại Sang Tầng Cao,10.0,4,2,9,tiện,Tích cực
1_23,Việt Nam,Gia đình có em bé,Executive Studio giường King hướng thành phố,10.0,4,1,6,lịch hài_lòng tuyệt_gần hóa tốt lựa_chọn đông,Tích cực
1_23,Việt Nam,Cặp đôi,Phòng Đôi Loại Sang Tầng Cao,9.6,4,1,9,tuyệt_vời,Tích cực
1_23,Việt Nam,Du lịch một mình,Phòng Đôi Loại Sang Tầng Cao,10.0,4,1,9,thích dịch_vụ sạch thích duyên quẩy ngủ,Tích cực
1_23,Việt Nam,Cặp đôi,Phòng Đôi Loại Sang Tầng Cao,8.8,3,1,9,ổn hôi hôi dán hôi có_lẽ,Tiêu cực
1_23,Việt Nam,Gia đình có em bé,Phòng Đôi Loại Sang Tầng Cao,9.2,4,1,9,nội_thất tiện tốt thủ_tục,Tích cực
1_23,Việt Nam,Cặp đôi,Phòng Đôi Loại Sang Tầng Cao,8.4,3,1,8,tạm hơi cũ rèm xước hơi xước tạm đồ_dùng chú_trọng xài lắm chấm,Tiêu cực
1_23,Việt Nam,Cặp đôi,Executive Studio giường King hướng thành phố,9.2,4,2,8,không_quá,Tích cực
1_23,Việt Nam,Gia đình có em bé,Executive Studio giường King hướng thành phố,8.4,3,3,8,nguyên sửa,Trung tính
1_23,Singapore,Cặp đôi,Studio toàn cảnh biển,10.0,4,2,6,thích lại_lại,Tích cực
1_23,Việt Nam,Gia đình có em bé,Phòng Deluxe có 2 giường Queen,10.0,4,4,7,sạch_sẽ,Tích cực
1_23,Việt Nam,Gia đình có em bé,Executive Studio giường King hướng thành phố,8.4,3,1,7,gần_tâm tiện,Trung tính
1_23,Việt Nam,Gia đình có em bé,Phòng gia đình hướng biển,8.4,3,2,8,tâm thuận_tiện,Trung tính
1_23,Việt Nam,Cặp đôi,Executive Studio giường King hướng thành phố,8.0,3,2,4,phàn_nàn không_cho bắt chê bất_tiện,Tiêu cực
1_23,Việt Nam,Gia đình có em bé,Suite Cao Cấp Hướng Đại Dương có Ban Công,10.0,4,4,8,thuận_tiện hài_lòng không_có_điều đông ngột_ngạt,Tích cực
1_23,Việt Nam,Cặp đôi,Studio toàn cảnh biển,7.6,2,1,7,sát đối_diện rộng âm tốt chậm không_thông không_nhiệt_tình không_thân_thiện lắm,Tiêu cực
1_23,Việt Nam,Đi công tác,Grand Deluxe có bồn tắm,8.0,3,1,5,tốt_cảnh cực đẹp xịn hành_phòng dập không hơi ngầu giải_quyết,Trung tính
1_23,Bắc Macedonia,Cặp đôi,Executive Studio giường King hướng thành phố,10.0,4,1,4,thích nghỉ_ngơi,Tích cực
1_23,Việt Nam,Cặp đôi,Phòng Loại Sang Bờ Biển,10.0,4,3,7,hài_lòng tiện_lợi,Tích cực
1_23,Việt Nam,Cặp đôi,Phòng Loại Sang Bờ Biển,10.0,4,2,7,tuyệt_vời nghỉ sạch_sẽ tiện tùy trải hơi bám bẩn,Tích cực
1_23,Việt Nam,Cặp đôi,Executive Studio giường King hướng thành phố,10.0,4,2,7,hài_lòng nghỉ sạch_sẽ cực_kì_tâm,Tích cực
1_23,Việt Nam,Cặp đôi,Executive Studio giường King hướng thành phố,8.4,3,3,7,hơi bất_tiện sạch_sẽ vệ,Trung tính
1_23,Việt Nam,Cặp đôi,Executive Studio giường King hướng thành phố,10.0,4,3,7,chẳng đồn,Tích cực
1_23,Việt Nam,Gia đình có em bé,Executive Studio giường King hướng thành phố,10.0,4,2,7,đợi,Tích cực
1_23,Việt Nam,Cặp đôi,Executive Studio giường King hướng thành phố,9.2,4,1,7,xếp_hàng đợi bận,Tích cực
1_23,Việt Nam,Gia đình có em bé,Phòng Hướng Đại Dương 3 Người,8.8,3,1,8,tọa_lạc đẹp sạch đẹp_hành tiết_kiệm,Trung tính
1_23,Việt Nam,Cặp đôi,Phòng Đôi Loại Sang Tầng Cao,9.2,4,2,7,tốt tốt trừ,Tích cực
1_23,Việt Nam,Cặp đôi,Studio toàn cảnh biển,10.0,4,2,7,lựa_chọn nghỉ_dưỡng,Tích cực
1_23,Việt Nam,Cặp đôi,Phòng Đôi Loại Sang Tầng Cao,10.0,4,1,6,,Tích cực
1_23,Việt Nam,Nhóm,Suite Sân Hiên Grand Thương Gia,7.2,2,2,6,tâm_tiện tạm ổn ẩm dọn sạch giặt sầu đông chủ_yếu hàn hà_nội tốn nhiệt_tình hợp không_khí ồn_ào,Tiêu cực
1_23,Việt Nam,Nhóm,Phòng Deluxe có 2 giường Queen,8.8,3,1,6,,Trung tính
1_23,Việt Nam,Gia đình có em bé,Studio Deluxe Nhìn Ra Một Góc Biển,8.4,3,1,6,sạch_sẽ tặng kèm lọc trừ đông kẹt chờ_đợi ngột_ngạt,Tiêu cực
1_23,Việt Nam,Cặp đôi,Phòng Đôi Loại Sang Tầng Cao,7.2,2,1,6,không_hài_lòng đợi ô_tô không_báo đăng_kí bực_vì,Tiêu cực
