Hotel ID,Score,Reviewer_ID
2_15,8.8,Pham_7118.0_1.0
2_15,10.0,Hoang_3117.0_1.0
2_15,8.0,Anh_382.0_1.0
2_15,9.6,mai_12009.0_1.0
2_15,10.0,Hong_3145.0_1.0
2_15,10.0,Hải_3451.0_1.0
2_15,9.6,Duy_1963.0_1.0
2_15,6.4,Dieu_1796.0_1.0
2_15,8.8,Thanh_9002.0_1.0
2_15,9.6,Di_1769.0_1.0
2_15,9.6,Huynh_3258.0_1.0
2_15,10.0,K_4453.0_1.0
2_15,10.0,Danielle_1645.0_1.0
2_15,10.0,John_4285.0_1.0
2_15,10.0,John_4285.0_1.0
2_15,10.0,John_4285.0_1.0
2_15,10.0,John_4285.0_1.0
2_15,8.8,Mildred_6059.0_1.0
2_15,10.0,Pavel_7060.0_1.0
2_15,10.0,Nhu_6674.0_1.0
2_15,10.0,Peter_7102.0_1.0
2_15,9.2,Hà_3403.0_1.0
2_15,10.0,Jan_3984.0_1.0
2_15,9.2,Nguyen_6581.0_1.0
2_15,10.0,Ngoc_6561.0_1.0
2_15,10.0,Claude_1353.0_1.0
2_15,9.6,Gana_2403.0_1.0
2_15,8.4,edward_11196.0_1.0
2_15,10.0,John_4285.0_1.0
2_15,7.6,eunju_11225.0_1.0
2_15,10.0,asma_10916.0_1.0
2_15,9.6,Hung_3223.0_1.0
2_15,9.6,Hiếu_3061.0_1.0
2_15,10.0,Olivia_6876.0_1.0
2_15,10.0,Jack_3920.0_1.0
2_15,8.8,israa_11565.0_1.0
2_15,10.0,Nguyễn_6605.0_5.0
2_15,10.0,XUAN_10257.0_1.0
2_15,10.0,Thai_8978.0_1.0
2_15,8.8,Dev_1761.0_1.0
2_15,8.0,Nguyen_6579.0_3.0
2_15,8.8,KAI_4463.0_1.0
2_15,9.6,Heo_3003.0_1.0
2_15,10.0,Il_3554.0_1.0
2_15,6.4,Sanghoon_8070.0_1.0
2_15,10.0,yongkyun_13004.0_1.0
2_15,10.0,byungseo_10977.0_1.0
2_15,6.8,Dat_1690.0_1.0
2_15,10.0,john_11711.0_1.0
2_15,9.6,KIM_4526.0_2.0
2_15,10.0,Nguyen_6581.0_3.0
2_15,10.0,Minh_6098.0_1.0
2_15,10.0,JEONGMI_3700.0_1.0
2_15,10.0,Vaibhav_9865.0_1.0
2_15,8.8,Tuan_9622.0_1.0
2_15,10.0,혜준_13770.0_1.0
2_15,10.0,Thư_9225.0_1.0
2_15,9.6,Aayush_80.0_1.0
2_15,9.6,Mac_5724.0_1.0
2_15,9.2,Phillip_7157.0_1.0
2_15,9.6,Jiyoon_4244.0_1.0
2_15,8.0,Bảo_833.0_1.0
2_15,8.4,kunyou_11862.0_1.0
2_15,8.4,Huy_3242.0_1.0
2_15,10.0,JoonMo_4338.0_1.0
2_15,10.0,JUNGWOO_3890.0_1.0
2_15,8.4,Idan_3547.0_1.0
2_15,7.6,Swee_8628.0_1.0
2_15,7.6,Vy_10016.0_1.0
2_15,10.0,Byunggun_791.0_1.0
2_15,9.2,Lam_5157.0_1.0
2_15,9.2,Anh_382.0_1.0
2_15,9.6,Dung_1947.0_1.0
2_15,9.6,Nghia_6529.0_1.0
2_15,10.0,Jin-young_4195.0_1.0
2_15,10.0,Vinh_9955.0_1.0
2_15,8.8,EUNMI_2063.0_1.0
2_16,10.0,Jiyoung_4248.0_1.0
2_16,10.0,THI_8730.0_1.0
2_16,10.0,Ngọc_6632.0_5.0
2_16,10.0,Thi_9056.0_1.0
2_16,10.0,Hai_2870.0_1.0
2_16,9.6,To_9353.0_1.0
2_16,10.0,Thị_9260.0_2.0
2_16,10.0,Hùng_3420.0_1.0
2_16,10.0,Van_9874.0_1.0
2_16,10.0,Yen_10563.0_1.0
2_16,9.6,Marissa_5839.0_1.0
2_16,10.0,Siêu_8369.0_1.0
2_16,8.8,Manh_5780.0_1.0
2_16,10.0,NGOC_6335.0_1.0
2_16,8.8,Thuy_9164.0_2.0
2_16,8.4,Bui_776.0_1.0
2_16,10.0,Phương_7239.0_4.0
2_16,10.0,Thi_9051.0_1.0
2_16,8.8,Manh_5780.0_1.0
2_16,10.0,Hà_3403.0_1.0
2_16,10.0,Huy_3240.0_1.0
2_16,9.6,Huong_3230.0_1.0
2_16,10.0,Phan_7126.0_4.0
2_16,10.0,Hoàng_3181.0_3.0
2_16,10.0,Nhớ_6717.0_1.0
2_16,10.0,TRẦN_8828.0_1.0
2_16,10.0,Khuong_4810.0_1.0
2_16,10.0,lý_12000.0_1.0
2_16,8.8,Trần_9578.0_2.0
2_16,10.0,Ngọc_6635.0_1.0
2_16,10.0,Dan_1606.0_1.0
2_16,9.6,Tuấn_9686.0_1.0
2_16,8.8,Tien_9291.0_1.0
2_16,10.0,Hang_2904.0_1.0
2_16,9.6,Nguyen_6579.0_3.0
2_16,9.2,Anthony_433.0_1.0
2_16,10.0,Shaun_8259.0_1.0
2_16,10.0,Noor_6789.0_1.0
2_16,10.0,James_3966.0_1.0
2_16,10.0,Le_5215.0_1.0
2_16,9.6,sy_12651.0_1.0
2_16,9.2,Sharon_8252.0_1.0
2_16,10.0,Anh_382.0_3.0
2_16,10.0,Leon_5258.0_1.0
2_16,10.0,Ha_2831.0_1.0
2_16,10.0,Trung_9524.0_1.0
2_16,10.0,VAN_9835.0_1.0
2_16,8.0,THAI_8707.0_1.0
2_16,9.6,Jolet_4299.0_1.0
2_16,9.6,Leow_5264.0_1.0
2_16,9.6,carolyn_10992.0_1.0
2_16,10.0,Son_8397.0_1.0
2_16,8.0,BRIAN_573.0_1.0
2_16,9.6,Noor_6789.0_2.0
2_16,8.8,Loi_5415.0_1.0
2_16,10.0,John_4278.0_1.0
2_16,9.6,Wing_10202.0_2.0
2_16,10.0,Cuong_1414.0_1.0
2_16,8.8,Min_6065.0_1.0
2_16,7.2,ASHLEY_65.0_1.0
2_16,8.0,trong_12788.0_1.0
2_16,10.0,Van_9877.0_1.0
2_16,9.2,MASAHIKO_5596.0_1.0
2_16,10.0,Lam_5153.0_1.0
2_16,9.2,Ka_4605.0_1.0
2_16,10.0,ana_10889.0_1.0
2_16,10.0,Ahn_130.0_1.0
2_16,10.0,AH_21.0_1.0
2_16,9.6,Na_6401.0_1.0
2_16,10.0,Hae_2846.0_1.0
2_16,10.0,BORA_566.0_1.0
2_16,9.2,주연_13619.0_1.0
2_16,10.0,sunhwa_12630.0_1.0
2_16,8.8,Kyungae_5036.0_2.0
2_16,10.0,Jiwon_4237.0_1.0
2_16,9.6,KA_4458.0_1.0
2_16,9.2,Euisung_2193.0_1.0
2_16,10.0,jungmi_11753.0_1.0
2_16,8.8,세원_13451.0_1.0
2_16,9.6,Jinsoo_4221.0_1.0
2_16,10.0,소리_13453.0_1.0
2_16,8.8,SECHANG_7748.0_1.0
2_16,10.0,HYEMIN_2763.0_1.0
2_16,8.8,chang_11006.0_1.0
2_16,10.0,yebeen_12975.0_1.0
2_16,10.0,민우_13395.0_1.0
2_16,10.0,Marisol_5838.0_1.0
2_16,10.0,Kim_4877.0_1.0
2_16,10.0,JUN_3857.0_1.0
2_16,9.6,hunlee_11428.0_1.0
2_16,8.4,현정_13752.0_1.0
2_16,7.2,yoojin_13010.0_1.0
2_16,9.6,inkyo_11553.0_1.0
2_16,8.0,inkyo_11553.0_2.0
2_16,9.6,재원_13590.0_1.0
2_16,10.0,연경_13503.0_1.0
2_16,6.8,yoojin_13010.0_2.0
2_16,10.0,younghoon_13030.0_1.0
2_16,7.6,SUNG_7965.0_1.0
2_16,9.2,Hyung_3368.0_1.0
2_16,10.0,규림_13291.0_1.0
2_16,10.0,승진_13481.0_1.0
2_16,9.6,nayoung_12167.0_1.0
2_16,8.4,Jonghwa_4320.0_1.0
2_16,9.2,wonsul_12933.0_1.0
2_16,9.2,wonsul_12933.0_2.0
2_16,8.8,Sanghyun_8073.0_1.0
2_16,9.6,Seowon_8182.0_1.0
2_16,9.6,KUYNGWON_4562.0_1.0
2_16,10.0,민호_13402.0_1.0
2_16,6.4,Geon_2429.0_1.0
2_16,10.0,수종_13469.0_1.0
2_16,8.4,LEE_5074.0_2.0
2_16,8.8,eun_11211.0_1.0
2_16,9.6,Yoonah_10647.0_1.0
2_16,7.6,JUNGEUN_3870.0_1.0
2_16,8.0,진희_13675.0_1.0
2_16,8.0,Hwayoung_3292.0_1.0
2_16,9.6,Changi_1077.0_1.0
2_16,9.6,GEUNWOO_2357.0_1.0
2_16,9.6,Hyun_3358.0_1.0
2_16,9.6,Joongha_4339.0_1.0
2_16,10.0,정은_13605.0_1.0
2_16,10.0,준희_13634.0_1.0
2_16,8.8,KIM_4524.0_1.0
2_16,10.0,유창_13554.0_1.0
2_17,10.0,Ho_3082.0_1.0
2_17,10.0,Trần_9578.0_2.0
2_17,10.0,PEDRO_6921.0_1.0
2_17,10.0,chuangang_11072.0_1.0
2_17,10.0,Ngân_6620.0_1.0
2_17,10.0,Duy_1963.0_1.0
2_17,10.0,Duy_1963.0_2.0
2_17,10.0,Duy_1964.0_2.0
2_17,9.6,Thanh_9001.0_1.0
2_17,10.0,Sang_8064.0_2.0
2_17,9.6,Thanh_9001.0_2.0
2_17,9.6,Uyên_9820.0_1.0
2_17,9.6,Lầu_5561.0_1.0
2_17,8.0,Kim_4887.0_2.0
2_17,10.0,Hoàng_3181.0_1.0
2_17,7.2,Nguyễn_6602.0_5.0
2_17,9.2,Lê_5534.0_1.0
2_17,10.0,Phuong_7205.0_1.0
2_17,9.6,Hong_3147.0_1.0
2_17,10.0,Thanh_9000.0_7.0
2_17,10.0,NGUYỄN_6362.0_1.0
2_17,8.4,Minh_6096.0_1.0
2_17,10.0,Le_5216.0_1.0
2_17,8.4,Đạt_13169.0_1.0
2_17,8.0,Võ_10042.0_1.0
2_17,9.6,Thanh_9001.0_3.0
2_17,9.6,Duy_1963.0_1.0
2_17,10.0,Helen_2988.0_1.0
2_17,10.0,Thi_9046.0_1.0
2_17,9.6,Độ_13197.0_1.0
2_17,10.0,Du_1917.0_1.0
2_17,8.4,Khanh_4780.0_1.0
2_17,6.8,Lê_5539.0_1.0
2_17,8.0,Cheri_1155.0_1.0
2_17,10.0,Nguyễn_6602.0_2.0
2_17,8.0,Tí_9727.0_1.0
2_17,6.8,Minh_6099.0_1.0
2_17,9.6,Huy_3240.0_1.0
2_17,8.0,NGUYEN_6349.0_2.0
2_17,10.0,Kim_4891.0_2.0
2_17,8.0,Bui_773.0_1.0
2_17,7.6,Văn_10046.0_1.0
2_17,10.0,Le_5212.0_1.0
2_17,10.0,Kim_4889.0_1.0
2_17,8.4,H_2546.0_2.0
2_17,10.0,Cuong_1412.0_1.0
2_17,9.6,Chu_1279.0_1.0
2_17,10.0,Cuong_1412.0_1.0
2_17,10.0,GREG_2375.0_1.0
2_17,8.8,Andrew_343.0_1.0
2_17,10.0,Sinduja_8344.0_1.0
2_17,9.2,Song_8404.0_1.0
2_17,10.0,Arnab_476.0_1.0
2_17,10.0,Dương_2004.0_1.0
2_17,10.0,Jong-gon_4316.0_1.0
2_17,9.6,Nguyen_6579.0_5.0
2_17,9.6,Kwako_4993.0_1.0
2_17,8.8,Paul_7041.0_1.0
2_17,8.8,Tuyet_9662.0_1.0
2_17,9.6,Thi_9052.0_1.0
2_17,8.8,ahmed_10864.0_1.0
2_17,9.6,Kriya_4974.0_1.0
2_17,9.6,Andrew_348.0_1.0
2_17,7.6,Carlos_1007.0_1.0
2_17,10.0,Lan_5171.0_1.0
2_17,10.0,Lan_5171.0_2.0
2_17,10.0,Kim_4887.0_1.0
2_17,8.8,Peter_7099.0_1.0
2_17,9.6,Melissa_5954.0_1.0
2_17,7.6,hiroshi_11376.0_2.0
2_17,10.0,HHHOHOHONHONHONGHONGHONGKHONGKHONGKIHONGKIEHONGKIHONGKHONGHONGJHONGJIHONGJIRHONGJIHONGJIE_2636.0_1.0
2_17,10.0,JUN_3861.0_1.0
2_17,8.4,yan yan_12961.0_1.0
2_17,9.2,changkeun_11009.0_1.0
2_17,9.6,DO_1509.0_1.0
2_17,8.8,KANG_4469.0_1.0
2_17,7.6,OCK_6825.0_1.0
2_17,10.0,JUNG_3868.0_1.0
2_17,9.2,PARK_6910.0_1.0
2_17,9.6,JOENGAE_3819.0_1.0
2_17,9.6,SOHYUN_7885.0_1.0
2_17,10.0,Yong_10636.0_1.0
2_17,7.2,현지_13756.0_1.0
2_17,7.6,hwang_11456.0_1.0
2_17,9.6,Myungmi_6260.0_1.0
2_17,7.2,Seona_8163.0_1.0
2_17,10.0,Ji_4134.0_1.0
2_17,9.2,Sang_8057.0_1.0
2_17,10.0,Jenny_4073.0_1.0
2_17,9.6,YOOSUNG_10417.0_1.0
2_17,8.4,Jiyoung_4246.0_1.0
2_17,10.0,YOUNGSU_10455.0_1.0
2_17,9.2,YOUNGSU_10456.0_1.0
2_17,6.4,Seona_8163.0_2.0
2_17,10.0,EUNJEONG_2046.0_1.0
2_17,6.8,Lee_5226.0_1.0
2_17,6.4,INGYU_3518.0_1.0
2_17,10.0,HYUNGUK_2805.0_1.0
2_17,6.4,JAEGUL_3624.0_1.0
2_17,10.0,동현_13345.0_1.0
2_17,8.0,Sunggoog_8570.0_1.0
2_17,9.2,SOHEE_7881.0_1.0
2_17,7.6,HWANG_2740.0_1.0
2_17,10.0,HWANG_2740.0_2.0
2_17,8.4,Choi_1232.0_1.0
2_17,10.0,Carina_1001.0_1.0
2_17,10.0,Hue_3200.0_1.0
2_17,10.0,Natalya_6461.0_1.0
2_17,10.0,IURII_3535.0_1.0
2_17,8.8,Pavel_7059.0_1.0
2_17,10.0,HSU_2711.0_1.0
2_17,10.0,MY_5701.0_1.0
2_17,10.0,MY_5701.0_2.0
2_17,9.2,NGOC_6333.0_2.0
2_17,6.4,Dylan_1983.0_1.0
2_18,8.0,Luu_5485.0_1.0
2_18,10.0,Hoang_3114.0_3.0
2_18,8.8,Hiền_3066.0_1.0
2_18,10.0,NGUYEN_6352.0_1.0
2_18,8.4,Nguyễn_6604.0_3.0
2_18,6.4,Minh_6100.0_3.0
2_18,10.0,Thao_9019.0_1.0
2_18,7.6,Samir_8037.0_1.0
2_19,10.0,Thu_9132.0_1.0
2_19,10.0,Lien_5291.0_1.0
2_19,9.2,Công_1425.0_1.0
2_19,6.8,Minh_6098.0_5.0
2_19,8.4,Nhóc_6700.0_1.0
2_19,10.0,Hoan_3105.0_1.0
2_19,10.0,Huy_3245.0_1.0
2_19,10.0,Thanh_9000.0_1.0
2_19,8.4,Chí_1333.0_1.0
2_19,6.4,Vương_10067.0_1.0
2_19,7.2,michael_12048.0_1.0
2_19,10.0,GIL_2364.0_1.0
2_19,6.8,Daniel_1628.0_1.0
2_19,7.6,HEECHUL_2614.0_1.0
2_19,7.6,YEOJEONG_10341.0_1.0
2_19,9.6,bora_10948.0_1.0
2_19,8.8,Amadeu_263.0_1.0
2_19,8.4,Ekaterina_2098.0_1.0
2_20,10.0,Danny_1648.0_1.0
2_20,10.0,Ngô_6624.0_2.0
2_20,10.0,Thach_8975.0_1.0
2_20,10.0,Thao_9022.0_1.0
2_20,10.0,LUONG_5134.0_1.0
2_20,8.8,Thuc_9154.0_1.0
2_20,8.8,Lụa_5570.0_1.0
2_20,8.8,Alex_204.0_1.0
2_20,8.0,Hạnh_3448.0_1.0
2_20,9.2,Trang_9460.0_1.0
2_20,9.2,Võ_10039.0_1.0
2_20,6.4,Thuy_9166.0_1.0
2_20,10.0,Lê_5536.0_1.0
2_20,8.0,Tú_9742.0_1.0
2_20,8.0,Anh_385.0_1.0
2_20,8.4,Anh_385.0_2.0
2_20,8.0,DŨNG_1992.0_1.0
2_20,9.2,Huyen_3251.0_1.0
2_20,10.0,Ngoc_6560.0_2.0
2_20,10.0,Ngoc_6560.0_3.0
2_20,10.0,Phương_7239.0_2.0
2_20,8.0,Quang_7378.0_3.0
2_20,10.0,Lộc_5568.0_1.0
2_20,9.6,Thơ_9220.0_1.0
2_20,8.8,Tao_8938.0_1.0
2_20,10.0,Hà_3401.0_1.0
2_20,10.0,Nguyen_6579.0_6.0
2_20,10.0,Nguyen_6579.0_6.0
2_20,10.0,Nam_6428.0_1.0
2_20,9.2,Manh_5785.0_1.0
2_20,9.2,Manh_5785.0_2.0
2_20,10.0,Nguyen_6581.0_4.0
2_20,10.0,Mỹ_6282.0_1.0
2_20,8.0,Tam_8906.0_1.0
2_20,8.4,Trinh_9492.0_2.0
2_20,8.0,bich_10936.0_1.0
2_20,8.4,Huong_3228.0_1.0
2_20,9.2,Ginny_2478.0_1.0
2_20,7.6,Dat_1689.0_1.0
2_20,8.8,THI_8728.0_1.0
2_20,10.0,ngọc_12209.0_1.0
2_20,10.0,Tạ_9759.0_1.0
2_20,10.0,lũ_12002.0_1.0
2_20,10.0,Thi_9051.0_1.0
2_20,7.6,Ngoc_6559.0_1.0
2_20,10.0,tuyen_12826.0_1.0
2_20,10.0,Đức_13199.0_1.0
2_20,9.6,Dung_1945.0_3.0
2_20,10.0,Dung_1945.0_4.0
2_20,6.8,Thanh_9002.0_5.0
2_20,10.0,QUOC_7345.0_1.0
2_20,9.6,Khang_4774.0_1.0
2_20,10.0,Hồng_3482.0_1.0
2_20,8.4,Nguyễn_6606.0_3.0
2_20,10.0,Trang_9460.0_1.0
2_20,10.0,ngo_12182.0_1.0
2_20,8.8,Thủy_9274.0_2.0
2_20,8.0,Thanh_9000.0_2.0
2_20,10.0,Vòng_10034.0_1.0
2_20,10.0,Khải_4838.0_1.0
2_20,10.0,Cuong_1414.0_1.0
2_20,6.4,Kiet_4860.0_1.0
2_20,7.6,Dung_1947.0_1.0
2_20,8.8,Minh_6100.0_1.0
2_20,10.0,Vân_10029.0_1.0
2_20,10.0,Vo_9991.0_1.0
2_20,10.0,Nam_6428.0_1.0
2_20,6.4,Tham_8987.0_1.0
2_20,10.0,TRANG_8800.0_1.0
2_20,10.0,Hoàng_3185.0_1.0
2_20,10.0,Cuong_1415.0_1.0
2_20,7.2,quynh_12358.0_1.0
2_20,8.4,phong_12299.0_1.0
2_20,9.2,Thanh_9002.0_1.0
2_20,10.0,An_290.0_1.0
2_20,9.2,Hậu_3462.0_1.0
2_20,8.8,Long_5425.0_1.0
2_20,8.0,Thi_9046.0_1.0
2_20,8.4,Long_5425.0_1.0
2_20,10.0,Kim_4887.0_1.0
2_20,7.6,cẩm_11094.0_1.0
2_20,8.4,Tạ_9755.0_1.0
2_20,8.4,Nguyễn_6604.0_1.0
2_20,8.0,NGOC_6333.0_1.0
2_20,8.0,NHON_6383.0_1.0
2_20,8.0,Trung_9525.0_1.0
2_20,9.6,Nga_6512.0_1.0
2_20,10.0,Sandra_8050.0_3.0
2_20,10.0,Linh_5351.0_1.0
2_20,8.8,Trinh_9492.0_1.0
2_20,6.8,Marni_5867.0_1.0
2_20,8.4,Franz_2324.0_1.0
2_20,9.6,Miles_6063.0_1.0
2_20,10.0,Mai_5748.0_1.0
2_20,6.4,Candace_981.0_1.0
2_20,7.6,Trang_9460.0_2.0
2_20,9.6,Zakaria_10815.0_1.0
2_20,10.0,thanh_12683.0_1.0
2_20,9.6,Huy_3240.0_2.0
2_20,8.8,Richard_7580.0_1.0
2_20,10.0,Murugaraj_6232.0_1.0
2_20,9.2,Oleksandr_6864.0_1.0
2_20,10.0,alex_10879.0_1.0
2_20,8.8,Alex_206.0_1.0
2_20,10.0,alex_10880.0_1.0
2_20,9.2,Thi_9046.0_2.0
2_20,9.6,Efe_2091.0_1.0
2_20,10.0,Singray_8347.0_1.0
2_20,10.0,Edyta_2090.0_1.0
2_20,10.0,Trang_9466.0_1.0
2_20,10.0,Battal_629.0_1.0
2_20,8.4,Cheng_1144.0_1.0
2_20,8.4,Cheng_1144.0_2.0
2_20,10.0,Lâm_5527.0_1.0
2_20,10.0,Dirkie_1823.0_1.0
2_20,10.0,Scott_8118.0_1.0
2_20,10.0,Cherry_1158.0_1.0
2_20,6.8,naruedee_12164.0_1.0
2_20,8.0,Siew_8321.0_1.0
2_20,10.0,LUO_5131.0_1.0
2_20,7.2,eunseok_11231.0_1.0
2_20,10.0,Trang_9462.0_1.0
2_20,9.2,Anh_382.0_1.0
2_20,9.2,Anh_380.0_5.0
2_20,8.0,Tsz_9604.0_1.0
2_20,7.6,Tsz_9604.0_2.0
2_20,8.0,Avi_516.0_1.0
2_20,9.6,Peter_7092.0_1.0
2_20,8.4,mukta_12133.0_1.0
2_20,7.2,Ze_10822.0_1.0
2_20,10.0,Julia_4380.0_1.0
2_20,10.0,Monica_6191.0_1.0
2_20,9.6,Cherry_1158.0_2.0
2_20,9.6,Chai_1047.0_1.0
2_20,8.4,Pitikorn_7282.0_1.0
2_20,10.0,Jeff_4048.0_1.0
2_20,8.4,Franz_2324.0_2.0
2_20,9.6,THI_8729.0_1.0
2_20,7.6,UNG_9789.0_1.0
2_20,10.0,chandrakala_11003.0_1.0
2_20,10.0,Franz_2324.0_1.0
2_20,8.8,joanne_11703.0_1.0
2_20,9.6,Kim_4874.0_1.0
2_20,10.0,Bảo_831.0_1.0
2_20,8.8,Sarah_8100.0_1.0
2_20,8.4,Chan_1058.0_1.0
2_20,10.0,hnom_11380.0_1.0
2_20,10.0,kim_11827.0_1.0
2_20,10.0,Hoang_3121.0_1.0
2_20,10.0,Linh_5356.0_1.0
2_20,10.0,Benson_657.0_1.0
2_20,10.0,Benson_658.0_1.0
2_20,10.0,nguyen_12196.0_1.0
2_20,10.0,Huyền_3264.0_1.0
2_20,9.2,Roman_7648.0_1.0
2_20,10.0,Franz_2325.0_1.0
2_20,10.0,DUY_1559.0_1.0
2_20,9.6,Nhu_6677.0_1.0
2_20,10.0,Pablo_6982.0_1.0
2_20,8.4,James_3970.0_1.0
2_20,9.2,Kim_4891.0_1.0
2_20,7.6,Yong_10635.0_1.0
2_20,9.2,Andrei_331.0_1.0
2_20,9.2,CHO_900.0_1.0
2_20,10.0,Tam_8910.0_1.0
2_20,8.8,YU_10469.0_1.0
2_20,8.8,Pravit_7310.0_2.0
2_20,10.0,Michelle_6021.0_1.0
2_20,10.0,Yuki_10736.0_1.0
2_20,9.6,Linda_5339.0_1.0
2_20,10.0,fiona_11246.0_1.0
2_20,8.8,logan_11976.0_1.0
2_20,9.2,fiona_11246.0_2.0
2_20,8.0,LeeYing_5242.0_1.0
2_20,9.2,CHONG_909.0_1.0
2_20,9.2,Khim_4788.0_1.0
2_20,10.0,lee_11932.0_1.0
2_20,10.0,Shine_8282.0_1.0
2_20,8.8,Biljana_690.0_1.0
2_20,10.0,Glenn_2488.0_1.0
2_20,9.2,TAN_8690.0_1.0
2_20,10.0,HEEJOO_2619.0_1.0
2_20,10.0,Soh_8386.0_1.0
2_20,8.8,jason_11607.0_1.0
2_20,10.0,kirsty_11843.0_1.0
2_20,8.8,NUJTIYA_6397.0_1.0
2_20,8.0,Jacqueline_3927.0_1.0
2_20,9.2,lalada_11902.0_1.0
2_20,8.0,Haecheon_2848.0_1.0
2_20,9.6,LIM_5105.0_1.0
2_20,8.8,Constance_1387.0_1.0
2_20,9.6,Jennifer_4067.0_1.0
2_20,9.2,Haru_2949.0_1.0
2_20,8.0,Ghim_2443.0_1.0
2_20,7.6,Cheng_1146.0_1.0
2_20,10.0,Miyawati_6165.0_1.0
2_20,7.2,Ching_1207.0_1.0
2_20,10.0,Timo_9307.0_1.0
2_20,10.0,May_5924.0_1.0
2_20,9.6,hang_11316.0_1.0
2_20,10.0,CHUNGKUN_938.0_1.0
2_20,9.6,Mohammad_6176.0_1.0
2_20,8.8,Navanita_6480.0_1.0
2_20,10.0,RITAR_7477.0_2.0
2_20,10.0,MAY_5600.0_1.0
2_20,10.0,David_1714.0_1.0
2_20,10.0,Xinyi_10283.0_1.0
2_20,9.6,Clinton_1363.0_2.0
2_20,7.2,Boram_733.0_1.0
2_20,10.0,Mohamad_6174.0_1.0
2_20,10.0,wey_12919.0_1.0
2_20,10.0,Tan_8917.0_1.0
2_20,10.0,Vladimir_9982.0_1.0
2_20,8.4,Li_5273.0_1.0
2_20,8.8,Raymond_7536.0_1.0
2_21,10.0,Anh_385.0_1.0
2_21,10.0,Ngọc_6632.0_2.0
2_21,10.0,Chun_1297.0_1.0
2_21,10.0,vu_12880.0_1.0
2_21,10.0,Nhat_6650.0_1.0
2_21,10.0,Huyền_3265.0_1.0
2_21,10.0,Khương_4832.0_1.0
2_21,10.0,Quang_7380.0_1.0
2_21,9.6,Mạnh_6271.0_1.0
2_21,9.6,Mai_5746.0_1.0
2_21,8.0,Thành_9193.0_1.0
2_21,8.8,Hồng_3479.0_1.0
2_21,10.0,Thị_9259.0_1.0
2_21,10.0,Thanh_9002.0_4.0
2_21,7.2,Bùi_819.0_1.0
2_21,9.2,Thảo_9235.0_3.0
2_21,8.4,Hai_2867.0_1.0
2_21,8.4,Uyên_9820.0_2.0
2_21,10.0,Lùn_5542.0_1.0
2_21,9.2,Evelina_2245.0_1.0
2_21,8.4,Katharina_4653.0_1.0
2_21,9.6,예서_13522.0_1.0
2_22,10.0,Ngọc_6633.0_1.0
2_22,8.4,Ngo_6545.0_1.0
2_22,10.0,Lụa_5570.0_1.0
2_22,7.6,Minh_6092.0_1.0
2_22,10.0,Ánh_13107.0_1.0
2_22,9.6,Nguyễn_6602.0_5.0
2_22,10.0,Thảo_9236.0_1.0
2_22,10.0,Trân_9550.0_1.0
2_22,10.0,Ngọc_6632.0_1.0
2_22,8.8,Bennet_655.0_1.0
2_22,10.0,Сергей_13231.0_1.0
2_23,10.0,Hyungyu_3374.0_1.0
2_23,10.0,gahyeon_11254.0_1.0
2_23,10.0,JAEYOON_3652.0_1.0
2_23,10.0,YOUNGRIM_10451.0_1.0
2_23,9.2,THI_8726.0_1.0
2_23,8.8,Hoang_3117.0_1.0
2_23,9.6,Thi_9048.0_2.0
2_23,10.0,Thi_9049.0_1.0
2_23,10.0,Thi_9049.0_1.0
2_23,10.0,Lydia_5506.0_1.0
2_23,10.0,Hà_3405.0_1.0
2_23,9.2,Huu_3234.0_1.0
2_23,10.0,Thi_9049.0_1.0
2_23,10.0,Nguyên_6595.0_1.0
2_23,8.0,Thi_9049.0_1.0
2_23,9.6,Tran_9446.0_1.0
2_23,9.6,Van_9879.0_1.0
2_23,10.0,Huyền_3264.0_2.0
2_23,10.0,TRAN_8791.0_1.0
2_23,10.0,vu_12879.0_1.0
2_23,9.2,Minh_6096.0_3.0
2_23,9.6,THIEN_8733.0_1.0
2_23,10.0,TIEN_8758.0_1.0
2_23,10.0,MINH_5638.0_1.0
2_23,10.0,Hoa_3096.0_1.0
2_23,10.0,chuyen_11079.0_1.0
2_23,10.0,Vuong_10011.0_1.0
2_23,10.0,Nguyễn_6604.0_3.0
2_23,10.0,Thuỷ_9187.0_1.0
2_23,8.0,Yến_10792.0_1.0
2_23,10.0,Vu_10006.0_1.0
2_23,10.0,Nguyễn_6602.0_3.0
2_23,10.0,kiet_11821.0_1.0
2_23,8.4,Hung_3219.0_1.0
2_23,7.6,Nguyễn_6604.0_2.0
2_23,6.4,Hong_3144.0_1.0
2_23,10.0,tran_12776.0_1.0
2_23,10.0,LINH_5115.0_1.0
2_23,9.6,THI_8729.0_1.0
2_23,7.6,Thuan_9146.0_1.0
2_23,7.6,Huyền_3266.0_1.0
2_23,10.0,Trieu_9488.0_1.0
2_23,8.4,Nguyen_6581.0_1.0
2_23,10.0,mỹ_12147.0_1.0
2_23,9.6,THANH_8713.0_1.0
2_23,10.0,Joy_4353.0_1.0
2_23,9.2,Pham_7116.0_1.0
2_23,10.0,Sharon_8249.0_1.0
2_23,10.0,Haley_2881.0_1.0
2_23,9.2,Cheryl_1162.0_1.0
2_23,10.0,JOHN_3820.0_1.0
2_23,9.2,Ngan_6515.0_1.0
2_23,8.8,Yuk_10733.0_1.0
